street_name,city,state,latitude,longitude,price,bedroom_number,bathroom_number,square_meter,population
Gate Creek Dr #61,Anchorage,AK,61.151638,-149.99011,399000,3,3,136,"248,902"
Gate Creek Dr #62,Anchorage,AK,61.15155,-149.99243,399000,3,2,136,"248,902"
Camila Ct APT B,Anchorage,AK,61.21003,-149.79543,240000,3,2,121,"248,902"
Chilkoot Ct #E-201,Anchorage,AK,61.18292,-149.7744,220000,2,2,92,"248,902"
E 34th Ave #103,Anchorage,AK,61.18991,-149.7784,200000,2,2,96,"248,902"
Reka Dr APT B05,Anchorage,AK,61.20454,-149.80534,140000,3,2,103,"248,902"
Alora Loop #36,Anchorage,AK,61.218346,-149.77725,285000,4,2,191,"248,902"
Reka Dr APT A02,Anchorage,AK,61.20415,-149.79527,99000,2,1,80,"248,902"
Reka Dr,Anchorage,AK,61.204144,-149.79819,115000,2,1,63,"248,902"
McCarrey St #A5,Anchorage,AK,61.22143,-149.7922,77500,1,1,54,"248,902"
Reka Dr APT F8,Anchorage,AK,61.204155,-149.79411,115500,3,2,99,"248,902"
E 4th Ave APT 205,Anchorage,AK,61.21818,-149.78189,114900,1,1,56,"248,902"
McCarrey St #I-14A,Anchorage,AK,61.222565,-149.79161,52000,1,1,55,"248,902"
Reka Dr APT J2,Anchorage,AK,61.20454,-149.80415,135000,2,2,101,"248,902"
Bryn Mawr Ct APT 2,Anchorage,AK,61.194668,-149.79004,210000,2,2,88,"248,902"
Eastgate Pl,Anchorage,AK,61.191364,-149.7776,184900,2,2,96,"248,902"
Reka Dr,Anchorage,AK,61.204258,-149.80049,99500,2,1,63,"248,902"
Alora Loop #19,Anchorage,AK,61.218216,-149.77702,280000,3,2,192,"248,902"
Easthaven Cir #2-B,Anchorage,AK,61.197002,-149.79266,275000,3,2,136,"248,902"
San Ernesto Ave #E207,Anchorage,AK,61.212627,-149.79823,72000,1,1,53,"248,902"
Big Bear Way #17,Anchorage,AK,61.186935,-149.7779,399000,4,3,152,"248,902"
Easthaven Cir #1-B,Anchorage,AK,61.197063,-149.79266,262000,3,2,125,"248,902"
Reka Dr APT L1,Anchorage,AK,61.20454,-149.8041,145000,2,1,101,"248,902"
Alora Loop,Anchorage,AK,61.218616,-149.77782,295000,4,2,205,"248,902"
Reka Dr APT K5,Anchorage,AK,61.20454,-149.80412,165000,3,2,131,"248,902"
San Ernesto Ave #B105,Anchorage,AK,61.212627,-149.79823,74900,1,1,50,"248,902"
Reka Dr APT D2,Anchorage,AK,61.20454,-149.80528,145000,2,2,106,"248,902"
Glacier St APT 102,Anchorage,AK,61.200497,-149.7869,123950,2,2,96,"248,902"
Reka Dr APT B3,Anchorage,AK,61.20415,-149.79498,79000,1,1,61,"248,902"
Reka Dr APT G16,Anchorage,AK,61.204163,-149.79353,113900,3,2,99,"248,902"
Glacier St APT 304,Anchorage,AK,61.20009,-149.7869,135000,2,2,95,"248,902"
Scenic Way,Anchorage,AK,61.20823,-149.91695,500000,2,2,124,"248,902"
E 43rd Ave APT 7,Anchorage,AK,61.181313,-149.78712,120000,2,2,71,"248,902"
N Riverpoint Blvd APT G202,Spokane,WA,47.6621,-117.404144,640000,3,2,157,"426,849"
Reka Dr APT F23,Anchorage,AK,61.204155,-149.79411,113900,3,2,99,"248,902"
W 6th Ave APT 103,Spokane,WA,47.65005,-117.42836,399000,3,2,145,"426,849"
Big Bear Way #25,Anchorage,AK,61.187347,-149.77711,339900,3,3,154,"248,902"
Lynn Dr APT 211,Anchorage,AK,61.184013,-149.78006,139000,2,1,73,"248,902"
Reka Dr,Anchorage,AK,61.204483,-149.8,110000,2,1,63,"248,902"
Reka Dr APT C2,Anchorage,AK,61.20454,-149.80531,142000,2,2,106,"248,902"
N Riverpoint Blvd APT 4,Spokane,WA,47.6621,-117.404144,795000,2,3,279,"426,849"
S Coeur Dalene St APT C306,Spokane,WA,47.654793,-117.450294,339000,2,2,100,"426,849"
W 1st Ave SUITE 1C,Spokane,WA,47.65639,-117.418915,350000,1,1,103,"426,849"
W 6th Ave APT 203,Spokane,WA,47.650726,-117.41546,239900,2,2,102,"426,849"
W Cliff Dr APT 305,Spokane,WA,47.645203,-117.42497,260000,2,1,91,"426,849"
W 6th Ave APT 509,Spokane,WA,47.650505,-117.42199,535000,2,2,130,"426,849"
W 6th Ave APT 404,Spokane,WA,47.65005,-117.42836,300000,2,2,107,"426,849"
W Wilson Ave #C,Spokane,WA,47.657707,-117.43621,435000,3,2,155,"426,849"
E Rockwood Blvd APT 308,Spokane,WA,47.645836,-117.4071,105000,1,1,53,"426,849"
E Rockwood Blvd #313,Spokane,WA,47.646885,-117.406105,215000,2,1,77,"426,849"
E Rockwood Blvd APT 321,Spokane,WA,47.646885,-117.406105,165000,1,1,65,"426,849"
S Coeur Dalene St APT G202,Spokane,WA,47.65511,-117.44946,330000,2,2,100,"426,849"
W Riverside Ave APT 202,Spokane,WA,47.65732,-117.44007,535000,1,2,90,"426,849"
S Stevens St STE 303,Spokane,WA,47.65498,-117.419075,350000,2,2,107,"426,849"
E 6th Ave APT N2,Spokane Valley,WA,47.651283,-117.3238,230000,2,1,75,"99,275"
E 6th Ave APT K312,Spokane Valley,WA,47.651737,-117.32111,200000,2,1,72,"99,275"
E 6th Ave APT H3,Spokane Valley,WA,47.65146,-117.32297,269900,3,1,94,"99,275"
E 6th Ave APT Q5,Spokane Valley,WA,47.650616,-117.323845,239900,2,1,75,"99,275"
E 6th Ave #M102 & M10,Spokane,WA,47.651295,-117.32379,250000,2,2,92,"426,849"
E 6th Ave APT Q9,Spokane Valley,WA,47.650616,-117.323845,240000,2,1,75,"99,275"
E 6th Ave N #4,Spokane,WA,47.651283,-117.3238,240000,2,1,75,"426,849"
W 35th Ave #6A3A,Anchorage,AK,61.18913,-149.94191,217000,3,2,114,"248,902"
Lois Dr APT 611,Anchorage,AK,61.193317,-149.92009,105000,1,1,53,"248,902"
Turnagain St #5,Anchorage,AK,61.18991,-149.9361,224500,3,2,114,"248,902"
W 34th Ave,Anchorage,AK,61.18975,-149.94154,198000,2,2,114,"248,902"
Spengler St UNIT J,Richland,WA,46.318623,-119.27652,245000,2,2,128,"57,353"
Gage Blvd APT 321,Richland,WA,46.2268,-119.25964,219900,2,2,96,"57,353"
Columbia Point Dr,Richland,WA,46.26207,-119.252754,615000,3,3,207,"57,353"
Dry Creek Loop,Anchorage,AK,61.140434,-149.98784,410000,3,3,157,"248,902"
Dry Creek Loop #86,Anchorage,AK,61.1409,-149.98631,454900,2,2,133,"248,902"
Dry Creek Loop #62A,Anchorage,AK,61.1409,-149.98631,459900,3,3,171,"248,902"
Dry Creek Loop #43B,Anchorage,AK,61.1409,-149.98631,389900,3,3,156,"248,902"
Dry Creek Loop #43A,Anchorage,AK,61.1409,-149.98631,392900,3,2,158,"248,902"
Dry Creek Loop #84,Anchorage,AK,61.1409,-149.98631,454900,2,2,133,"248,902"
Dry Creek Loop #62B,Anchorage,AK,61.1409,-149.98631,459900,3,3,171,"248,902"
Dry Creek Loop #64B,Anchorage,AK,61.1409,-149.98631,444900,3,3,163,"248,902"
Dry Creek Loop #65,Anchorage,AK,61.1409,-149.98631,489900,3,3,161,"248,902"
Dry Creek Loop #54B,Anchorage,AK,61.1409,-149.98631,459900,3,3,171,"248,902"
Dry Creek Loop #54A,Anchorage,AK,61.1409,-149.98631,459900,3,3,171,"248,902"
Columbia Point Dr,Richland,WA,46.262623,-119.25272,545000,4,4,210,"57,353"
W Mockingbird Ln #2,Othello,WA,46.796165,-119.20974,295000,2,3,175,"8,241"
E Boone Ave #B,Spokane,WA,47.668766,-117.370636,249000,4,1,107,"426,849"
W Dimond Blvd #A-03,Anchorage,AK,61.13774,-149.9819,275000,2,2,121,"248,902"
Dry Creek Loop,Anchorage,AK,61.140434,-149.98784,465000,3,3,161,"248,902"
Dry Creek Loop #61A,Anchorage,AK,61.1409,-149.98631,434900,3,3,163,"248,902"
Dry Creek Loop #55A,Anchorage,AK,61.141552,-149.98537,445900,3,3,171,"248,902"
Dry Creek Loop #83,Anchorage,AK,61.1409,-149.98631,474900,3,3,161,"248,902"
Dry Creek Loop #89,Anchorage,AK,61.1409,-149.98631,504900,3,3,180,"248,902"
Dry Creek Loop #85,Anchorage,AK,61.1409,-149.98631,459900,3,3,142,"248,902"
Dry Creek Loop #76,Anchorage,AK,61.1409,-149.98631,439900,3,3,142,"248,902"
SE Sentry Drive,College Place,WA,46.042503,-118.369156,407000,4,3,229,"9,311"
E Upriver Dr APT 39,Spokane,WA,47.678432,-117.37866,214900,1,1,66,"426,849"
S Westcliff Pl APT 206,Spokane,WA,47.643303,-117.47179,355000,3,2,156,"426,849"
W 30th Ave APT M101,Kennewick,WA,46.18161,-119.16365,470000,3,2,175,"240,876"
Catherine Street UNIT F-8,Walla Walla,WA,46.06371,-118.33333,239000,2,1,81,"32,951"
Village Way UNIT 46,Walla Walla,WA,46.046284,-118.34734,339900,2,2,110,"32,951"
E 32nd Ave APT 7,Spokane,WA,47.625446,-117.36845,219000,2,2,106,"426,849"
S Regal St APT 102,Spokane,WA,47.618195,-117.36876,275000,2,2,90,"426,849"
N Lemon Ln #8320,Nine Mile Falls,WA,47.733696,-117.507355,365000,2,2,125,"17,528"
S Regal St APT 202,Spokane,WA,47.61898,-117.36877,180000,2,1,75,"426,849"
N Country Club Dr APT 11,Deer Park,WA,47.96525,-117.44946,599990,3,2,187,"33,599"
E Cherry Lane UNIT E01,Ellensburg,WA,46.98625,-120.54032,310000,3,2,168,"20,679"
N Country Club Dr APT 32,Deer Park,WA,47.96525,-117.44946,499990,3,2,170,"33,599"
N Country Club Dr APT 10,Deer Park,WA,47.96646,-117.45029,599990,3,2,187,"33,599"
N Country Club Dr APT 9,Deer Park,WA,47.96646,-117.45029,599990,3,2,187,"33,599"
N Country Club Dr APT 33,Deer Park,WA,47.96646,-117.45029,487990,3,2,166,"33,599"
N Country Club Dr APT 34,Deer Park,WA,47.96646,-117.45029,495990,3,2,170,"33,599"
N Country Club Dr APT 31,Deer Park,WA,47.96646,-117.45029,485990,3,2,166,"33,599"
Southern Ave,Selah,WA,46.643208,-120.54077,389000,3,3,165,"7,957"
S 43rd Ave,Yakima,WA,46.582535,-120.56545,250000,3,2,117,"126,487"
Barge St APT 20,Yakima,WA,46.598965,-120.587135,229000,2,3,132,"126,487"
Peach Tree Ln APT 3,Yakima,WA,46.597008,-120.576324,259000,2,2,88,"126,487"
SE 157th Ave UNIT 23,Vancouver,WA,45.61767,-122.5123,295000,3,2,104,"182,792"
N 43rd Ave UNIT B,Yakima,WA,46.60879,-120.56593,359000,2,2,164,"126,487"
NE Regents Dr #37,Vancouver,WA,45.638992,-122.53327,419000,3,3,235,"182,792"
NE Oak St APT B,Pullman,WA,46.731533,-117.17079,530000,3,4,176,"33,974"
NE Terre View Dr APT A5,Pullman,WA,46.74308,-117.15479,180000,2,2,85,"33,974"
N 72nd Ave,Yakima,WA,46.597622,-120.60395,290000,2,2,135,"126,487"
Madera Way,Yakima,WA,46.608707,-120.57422,265000,2,2,117,"126,487"
N 50th Ave,Yakima,WA,46.608494,-120.57467,269000,2,2,108,"126,487"
A St APT 1,Washougal,WA,45.576275,-122.33166,215000,2,1,74,"15,927"
N Mount Spokane Park Dr #507,Mead,WA,47.919075,-117.09251,289900,2,2,81,"6,995"
Columbia Avenue NW UNIT 2,East Wenatchee,WA,47.44517,-120.306435,470000,3,2,135,"14,012"
Castlerock Ave,Wenatchee,WA,47.420082,-120.3336,399900,2,2,115,"71,119"
NW Columbia Avenue UNIT 4,East Wenatchee,WA,47.44517,-120.306435,449900,3,3,139,"14,012"
Castlerock Avenue UNIT 10,Wenatchee,WA,47.419415,-120.33357,399900,2,2,115,"71,119"
S Elliott Avenue UNIT 14,Wenatchee,WA,47.420177,-120.33644,420000,2,2,129,"71,119"
SE Baypoint Dr UNIT 10,Vancouver,WA,45.602173,-122.50961,395000,2,2,99,"182,792"
SE Baypoint Dr #87,Vancouver,WA,45.60408,-122.509476,349000,2,2,90,"182,792"
SE 23rd Dr UNIT 8,Vancouver,WA,45.604362,-122.49558,407900,3,3,160,"182,792"
SE 121st Ave APT 20,Vancouver,WA,45.616734,-122.548195,285000,2,2,83,"182,792"
NE 54th St UNIT 32E,Vancouver,WA,45.66224,-122.58076,335000,2,2,102,"182,792"
NE Loowit Loop APT 80,Vancouver,WA,45.65651,-122.59269,350000,2,2,103,"182,792"
NE 72nd Place,Vancouver,WA,45.65408,-122.59831,289900,2,1,73,"182,792"
NE Royal View Ave APT A,Vancouver,WA,45.649307,-122.58368,419000,3,3,159,"182,792"
N Mount Spokane Park Dr #624/625,Mead,WA,47.91908,-117.092514,225000,2,2,67,"6,995"
Ocean Shores Boulevard NE UNIT 112,Ocean Shores,WA,47.003952,-124.16626,72999,1,1,75,"6,196"
W Marina Drive UNIT 203,Moses Lake,WA,47.1048,-119.31573,220000,2,2,96,"23,442"
Highview Dr,Yakima,WA,46.60689,-120.557396,277000,3,3,193,"126,487"
Ocean Shores Blvd Boulevard NW UNIT 203,Ocean Shores,WA,47.015083,-124.16643,239000,1,1,83,"6,196"
Ocean Shores Boulevard SW UNIT S-44,Ocean Shores,WA,46.93456,-124.17233,249000,1,1,72,"6,196"
NE Westshore Drive UNIT E19,Moses Lake,WA,47.114075,-119.34049,327000,3,2,145,"23,442"
Englewood Ave #32,Yakima,WA,46.60681,-120.54943,260000,3,3,169,"126,487"
Icicle Road UNIT M,Leavenworth,WA,47.58735,-120.67413,525000,2,2,99,"36,129"
W Woodin Avenue UNIT 301A,Chelan,WA,47.83862,-120.023224,499000,2,2,64,"4,174"
Lake Chelan Shore Drive UNIT 19-6,Chelan,WA,47.854034,-120.061295,625000,2,2,95,"4,174"
NW Cliffe Pointe Road UNIT 2A,Quincy,WA,47.09307,-119.99906,525000,1,1,53,"94,389"
W Prospect Street UNIT 112,Chelan,WA,47.83466,-120.04717,389900,3,2,112,"4,174"
E Ocean Shores Boulevard SW,Ocean Shores,WA,46.92921,-124.17246,484900,2,2,111,"6,196"
Crescent Bar Road NW UNIT 182,Quincy,WA,47.214153,-119.99314,210000,2,2,73,"94,389"
Ocean Shores Boulevard UNIT N23,Ocean Shores,WA,46.936085,-124.17241,199900,1,1,72,"6,196"
S 3rd Street UNIT 8,Chelan,WA,47.837273,-120.02262,380000,2,1,72,"4,174"
Suncadia Trail UNIT 3024,Cle Elum,WA,47.20958,-121.01972,495000,1,1,81,"2,662"
W Woodin UNIT 640,Chelan,WA,47.83861,-120.02317,889000,3,2,128,"4,174"
Suncadia Trail UNIT 3039,Cle Elum,WA,47.20958,-121.01972,875000,2,2,123,"2,662"
Ocean Shores Boulevard UNIT 1A,Ocean Shores,WA,46.94921,-124.17053,349900,3,2,130,"6,196"
Wawona Avenue SE UNIT D,Ocean Shores,WA,46.95008,-124.14158,299950,2,1,69,"6,196"
W Ocean Avenue UNIT 713,Westport,WA,46.886696,-124.11756,399950,1,1,79,"4,153"
W Ocean Avenue UNIT 1224,Westport,WA,46.886696,-124.11756,350000,2,2,106,"4,153"
Suncadia Trail UNIT 3026,Cle Elum,WA,47.20958,-121.01972,490000,1,1,81,"2,662"
Ocean Shores Boulevard NW UNIT 103,Ocean Shores,WA,47.003407,-124.16625,60000,1,1,62,"6,196"
Occidental Rd APT 5,Yakima,WA,46.563217,-120.6313,475000,2,2,156,"126,487"
NE Salmon Creek Ave UNIT T-6,Vancouver,WA,45.715954,-122.64058,224900,1,1,62,"182,792"
NE 116th St APT D,Vancouver,WA,45.70472,-122.65332,224900,2,2,103,"182,792"
NE Salmon Creek Avenue UNIT Q6,Vancouver,WA,45.71566,-122.64061,300000,2,3,108,"182,792"
"Pinehurst Plan, Village Cooperative of South Sound (Active Adults 62+)",Olympia,WA,47.017353,-122.89915,205000,2,2,122,"200,836"
"Dunham Plan, Village Cooperative of South Sound (Active Adults 62+)",Olympia,WA,47.017353,-122.89915,201000,2,2,121,"200,836"
"Oakwood Plan, Village Cooperative of South Sound (Active Adults 62+)",Olympia,WA,47.017353,-122.89915,169000,1,2,115,"200,836"
"Danford Plan, Village Cooperative of South Sound (Active Adults 62+)",Olympia,WA,47.017353,-122.89915,205000,2,2,121,"200,836"
"Glenborough-A Plan, Village Cooperative of South Sound (Active Adults 62+)",Olympia,WA,47.017353,-122.89915,178000,2,1,113,"200,836"
NW 132nd St UNIT 6-A,Vancouver,WA,45.71703,-122.67912,290000,2,1,90,"182,792"
NW 132nd St,Vancouver,WA,45.717667,-122.682526,319900,4,2,176,"182,792"
Kelly Rd APT 12,Vancouver,WA,45.68163,-122.69237,195000,2,1,76,"182,792"
Kelly Dr UNIT 10,Vancouver,WA,45.68163,-122.69237,195000,2,1,76,"182,792"
Kelly Rd APT 3,Vancouver,WA,45.68163,-122.69237,199900,2,1,76,"182,792"
NE 17th Ave APT 103,Vancouver,WA,45.666855,-122.65515,249000,2,2,98,"182,792"
N Shore Court UNIT D,Manson,WA,47.886845,-120.15437,317500,2,2,71,"1,760"
NE 109th Ave UNIT 231D,Vancouver,WA,45.6497,-122.56228,249000,2,2,87,"182,792"
NE 17th Ave APT J74,Vancouver,WA,45.666855,-122.65515,239900,2,2,95,"182,792"
NE 16th Ave #305,Vancouver,WA,45.67487,-122.65559,214900,2,1,88,"182,792"
NE 85th St #6X,Vancouver,WA,45.6845,-122.66738,260000,2,2,122,"182,792"
Evergreen Park Drive SW UNIT R,Olympia,WA,47.031933,-122.91927,410000,3,2,162,"200,836"
9th Avenue SW UNIT A3,Olympia,WA,47.039978,-122.93089,249000,2,2,83,"200,836"
SE 17th Cir APT Q-178,Vancouver,WA,45.610504,-122.560265,299900,1,1,60,"182,792"
SE 17th Circle UNIT N158,Vancouver,WA,45.610504,-122.560265,315500,2,2,96,"182,792"
SE 17th Cir APT K-122,Vancouver,WA,45.610504,-122.560265,320000,2,2,93,"182,792"
McCormick Street SE,Olympia,WA,47.042458,-122.87953,432000,2,2,127,"200,836"
Evergreen Park Drive SW UNIT 501,Olympia,WA,47.030804,-122.915215,319000,2,2,110,"200,836"
Woodard Avenue NW UNIT D1,Olympia,WA,47.0592,-122.92214,410000,4,2,168,"200,836"
Evergreen Park Drive SW UNIT 602,Olympia,WA,47.030804,-122.915215,569900,2,2,151,"200,836"
East Bay Drive NE UNIT B105,Olympia,WA,47.050713,-122.892204,349900,2,2,136,"200,836"
Evergreen Park Drive SW UNIT 302,Olympia,WA,47.030804,-122.915215,340000,2,2,95,"200,836"
East Bay Drive NE UNIT 3C101,Olympia,WA,47.05204,-122.89232,349900,2,2,140,"200,836"
Gravelly Lake Drive SW UNIT 203,Tacoma,WA,47.161976,-122.52094,245000,2,1,94,"215,766"
52nd Ave Court W,University Place,WA,47.19731,-122.50716,435000,4,2,166,"33,661"
SE 17th Circle UNIT E60,Vancouver,WA,45.610504,-122.560265,325000,2,2,92,"182,792"
Ruby Drive SW UNIT i-101,Lakewood,WA,47.195255,-122.53895,230000,2,2,111,"155,733"
NE 21st St,Vancouver,WA,45.637363,-122.56567,287450,2,2,94,"182,792"
NE 164th St APT S1,Ridgefield,WA,45.741463,-122.6384,325000,3,3,176,"11,209"
Avondale Road SW UNIT 4,Lakewood,WA,47.16325,-122.522705,460000,3,3,176,"155,733"
"Floorplan C Plan, Kirkland Tower",Vancouver,WA,45.62373,-122.678055,975000,1,1,93,"182,792"
W 8th St UNIT 424,Vancouver,WA,45.627636,-122.67492,480000,2,2,94,"182,792"
Columbia Street UNIT 602,Vancouver,WA,45.62646,-122.6733,263000,1,1,61,"182,792"
W 8th St UNIT 205,Vancouver,WA,45.627605,-122.67471,539900,2,2,94,"182,792"
26th Street NW UNIT 129,Long Beach,WA,46.37092,-124.05477,279500,3,2,92,"462,081"
NW 14th Street UNIT 116,Long Beach,WA,46.36154,-124.06443,55000,1,2,63,"462,081"
NW 14th St UNIT 118,Long Beach,WA,46.36255,-124.05791,55000,1,2,63,"462,081"
S Ocean Beach Boulevard UNIT 4,Long Beach,WA,46.341473,-124.05692,359000,2,2,143,"462,081"
NW 14th Street UNIT 103,Long Beach,WA,46.36255,-124.05791,50000,1,2,63,"462,081"
Pacific Highway SW UNIT D,Lakewood,WA,47.138657,-122.5245,275000,2,1,90,"155,733"
26th Street NW UNIT 117/8,Long Beach,WA,46.37118,-124.05611,260000,3,2,89,"462,081"
97th Avenue Ct W UNIT C,University Place,WA,47.212776,-122.56671,310000,2,2,99,"33,661"
Tacoma Avenue S UNIT 218,Tacoma,WA,47.24835,-122.44315,399000,2,2,97,"215,766"
Waterfront Way UNIT 300,Vancouver,WA,45.623528,-122.67792,929000,1,1,104,"182,792"
6th Avenue UNIT B,Tacoma,WA,47.257465,-122.44827,275000,1,1,69,"215,766"
S I Street UNIT 2,Tacoma,WA,47.24326,-122.4465,250000,2,1,67,"215,766"
Dock Street UNIT PH545,Tacoma,WA,47.246605,-122.4343,749000,2,2,111,"215,766"
N 30th Street UNIT 9,Tacoma,WA,47.2745,-122.46276,499000,2,2,89,"215,766"
S 41st Street UNIT 563B,Tacoma,WA,47.21977,-122.469345,350000,2,2,95,"215,766"
N I Street UNIT 102,Tacoma,WA,47.26694,-122.46506,500000,2,2,95,"215,766"
E Evergreen Boulevard UNIT 4202,Vancouver,WA,45.618507,-122.61649,328000,2,2,128,"182,792"
Willows Road UNIT 229,Seaview,WA,46.322433,-124.058716,405000,2,2,110,188
Flora Drive,Fircrest,WA,47.220257,-122.52615,420000,3,3,156,"6,844"
NE 43rd St,Vancouver,WA,45.653183,-122.60058,210000,1,1,57,"182,792"
N Hayden Island Dr UNIT 422,Portland,OR,45.61131,-122.67241,575000,2,2,158,"2,072,553"
N Hayden Bay Dr,Portland,OR,45.610104,-122.66878,275000,2,1,83,"2,072,553"
N Hayden Bay Dr,Portland,OR,45.61018,-122.66861,425000,2,1,78,"2,072,553"
N Hayden Island Dr UNIT 309,Portland,OR,45.61131,-122.67241,589000,2,2,186,"2,072,553"
N Hayden Bay Dr,Portland,OR,45.610447,-122.670784,327000,2,2,98,"2,072,553"
N Hayden Island Dr UNIT 427,Portland,OR,45.61131,-122.67241,525000,3,2,179,"2,072,553"
N Hayden Bay Dr,Portland,OR,45.60971,-122.67321,429000,2,2,187,"2,072,553"
Tacoma Avenue S UNIT 102,Tacoma,WA,47.24835,-122.44315,385000,1,1,92,"215,766"
NE 66th Ave #G56,Vancouver,WA,45.66129,-122.60333,245000,3,2,113,"182,792"
Broadway UNIT 313,Tacoma,WA,47.26441,-122.44585,515500,2,2,101,"215,766"
Yakima Avenue UNIT 3,Tacoma,WA,47.243984,-122.44601,250000,1,1,50,"215,766"
Dock Street UNIT 553,Tacoma,WA,47.246605,-122.4343,400000,1,2,86,"215,766"
Pacific Avenue UNIT 206,Tacoma,WA,47.231365,-122.433426,349950,2,2,120,"215,766"
Pacific Ave UNIT 207,Tacoma,WA,47.231365,-122.433426,385000,2,2,119,"215,766"
Grandview Drive W UNIT R115,University Place,WA,47.21428,-122.5666,210000,2,2,79,"33,661"
NE 43rd St #12D,Vancouver,WA,45.65318,-122.60058,229500,2,2,112,"182,792"
Broadway UNIT 306,Tacoma,WA,47.26441,-122.44585,478650,2,2,107,"215,766"
Pacific Ave UNIT 907,Tacoma,WA,47.231365,-122.433426,333000,2,2,119,"215,766"
S I Street UNIT 1,Tacoma,WA,47.24326,-122.4465,250000,2,1,67,"215,766"
N D Street UNIT 9,Tacoma,WA,47.268703,-122.452774,485000,2,2,102,"215,766"
Pacific Avenue UNIT 607,Tacoma,WA,47.231365,-122.433426,399000,2,2,119,"215,766"
Tacoma Avenue S UNIT 402,Tacoma,WA,47.24835,-122.44315,399000,2,2,95,"215,766"
Pacific Avenue UNIT 502,Tacoma,WA,47.231365,-122.433426,449000,3,2,158,"215,766"
Tacoma Avenue S UNIT 416,Tacoma,WA,47.24835,-122.44315,314990,1,1,56,"215,766"
Broadway UNIT 605,Tacoma,WA,47.25995,-122.44229,840000,2,3,169,"215,766"
N 30th Street UNIT 102,Tacoma,WA,47.27447,-122.46236,599950,2,2,145,"215,766"
N D Street UNIT 9E,Tacoma,WA,47.267754,-122.45178,775000,2,2,111,"215,766"
E 32 Street UNIT 103,Tacoma,WA,47.232506,-122.42847,359000,1,2,104,"215,766"
Cliff Avenue UNIT 308,Tacoma,WA,47.252716,-122.43645,329990,1,1,59,"215,766"
Broadway UNIT 1,Tacoma,WA,47.26221,-122.44478,249999,1,1,52,"215,766"
102nd Street E,Tacoma,WA,47.16494,-122.41037,395000,3,3,133,"215,766"
Tacoma Avenue S UNIT 215,Tacoma,WA,47.24835,-122.44315,359950,1,1,73,"215,766"
Dock Street UNIT 905,Tacoma,WA,47.24877,-122.434166,825000,2,2,132,"215,766"
Willow Pointe Loop,Longview,WA,46.163994,-123.02463,345000,2,2,130,"98,775"
River Road #5,Longview,WA,46.134502,-122.9203,359000,2,3,161,"98,775"
Crescent Dr,Kelso,WA,46.146713,-122.88096,275000,3,2,135,"12,237"
N Jantzen Beach Ave,Portland,OR,45.610016,-122.67487,255000,2,2,104,"2,072,553"
N Hayden Bay Dr,Portland,OR,45.61046,-122.67035,345777,2,2,95,"2,072,553"
N Hayden Bay Dr,Portland,OR,45.610573,-122.67011,350000,2,2,95,"2,072,553"
N Hayden Bay Dr,Portland,OR,45.61007,-122.66914,249900,1,2,67,"2,072,553"
Tibbetts Drive UNIT 109,Longview,WA,46.14585,-122.968315,182500,2,1,80,"98,775"
River Road UNIT 13,Longview,WA,46.134502,-122.9203,280000,2,2,135,"98,775"
N Hayden Island Dr UNIT 206,Portland,OR,45.61131,-122.67241,549000,3,2,192,"2,072,553"
N Hayden Bay Dr,Portland,OR,45.610077,-122.669014,285000,1,1,68,"2,072,553"
N Hayden Bay Dr,Portland,OR,45.61041,-122.67066,319000,2,2,95,"2,072,553"
River Rd. UNIT 110,Longview,WA,46.137928,-122.919266,285000,2,2,123,"98,775"
River Road UNIT 402,Longview,WA,46.137928,-122.919266,350000,2,2,134,"98,775"
47th Lane SE UNIT 4B,Olympia,WA,47.003845,-122.79111,365000,3,3,149,"200,836"
Delaware Avenue SE UNIT C,Olympia,WA,46.99049,-122.80258,289000,2,2,99,"200,836"
Illinois Lane SE UNIT A,Olympia,WA,46.990673,-122.80095,319000,3,3,153,"200,836"
Reservation Road SE UNIT 70,Olympia,WA,47.0403,-122.69653,209950,1,1,63,"200,836"
Zircon Drive SW UNIT E87,Tacoma,WA,47.193542,-122.5515,249500,2,2,86,"215,766"
71 Street Ct SW,Lakewood,WA,47.19191,-122.554504,499999,3,2,142,"155,733"
Zircon Drive SW UNIT B-26,Tacoma,WA,47.19389,-122.54913,235000,2,2,85,"215,766"
Zircon Drive SW UNIT D-66,Tacoma,WA,47.19354,-122.550476,220000,2,2,85,"215,766"
90th Avenue Ct SW,Lakewood,WA,47.19225,-122.55788,475000,3,2,142,"155,733"
Zircon Drive SW UNIT H1,Tacoma,WA,47.193066,-122.55264,268000,2,2,86,"215,766"
"Augusta Plan, 2 Creeks Camas",Camas,WA,45.63503,-122.45165,775000,3,3,228,"24,043"
Naval Ave UNIT 24,Bremerton,WA,47.578,-122.64567,200000,2,2,100,"219,538"
Lebo Boulevard UNIT G-1,Bremerton,WA,47.582203,-122.63454,325000,3,2,113,"219,538"
Washington Avenue UNIT 409,Bremerton,WA,47.56445,-122.62444,675000,2,2,123,"219,538"
NW 75th Ave #78,Camas,WA,45.63363,-122.45151,799000,3,3,231,"24,043"
S 325th Street UNIT 19K,Federal Way,WA,47.31168,-122.3266,210000,1,1,56,"96,812"
S 327th Place UNIT 256,Federal Way,WA,47.308506,-122.33339,350000,2,2,96,"96,812"
S 330th Street UNIT A,Federal Way,WA,47.30621,-122.30952,249500,2,1,80,"96,812"
