Code,NumberOfHouseholds,HouseholdMedianIncome,HouseholdMeanIncome,NumberOfFamilies,FamilyMedianIncome,FamilyMeanIncome,NonFamilyHousehold,NonFamilyHouseholdMediumIncome,NonFamilyHouseholdMeanIncome
52212,133,71094,66718,107,90590,80051,26,11304,11850
52211,1077,56936,80061,697,72886,94901,380,39722,51042
52210,288,60714,69432,198,77500,80732,90,40000,42954
52209,440,64773,71952,325,76528,78267,115,32443,48788
52208,1299,56705,65301,851,72469,79327,448,24688,35170
52207,171,39479,89493,102,93750,134015,69,16898,20472
52206,915,95750,108581,766,100769,116816,149,54583,58964
52205,3272,53942,66995,2019,74058,79098,1253,34803,44334
52203,947,84942,109163,729,99338,122809,218,46429,61253
52202,400,81429,86866,323,82054,92041,77,39659,49565
52201,591,87679,92783,455,93185,101403,136,48182,58748
52175,1531,52835,68228,867,71118,82486,664,31940,48602
52172,2634,52597,62684,1463,76678,81587,1171,28937,37472
52171,426,66667,80669,283,84583,92867,143,41750,53552
52170,266,56550,69870,164,68833,79092,102,55852,53973
52169,129,63438,76634,79,70625,72589,50,37500,81456
52168,118,0,33890,38,78333,74387,80,8690,14653
52166,42,48125,56569,30,49688,67250,12,0,28408
52165,418,77500,71992,273,91069,85192,145,35938,46890
52164,127,61250,82563,98,68750,93736,29,28393,40872
52163,149,48984,55961,96,66500,70593,53,30625,28600
52162,1193,62426,71394,870,65128,74062,323,40417,61132
52161,606,70385,92648,413,77917,112530,193,39886,49669
52160,418,71011,97085,315,73036,111144,103,34583,53586
52159,1101,61193,79206,679,73750,93813,422,37105,50875
52158,131,37917,46160,53,39583,55526,78,29286,38513
52157,881,41942,64285,540,65833,75870,341,27688,43578
52156,195,68750,111452,145,90104,137997,50,21944,31784
52155,596,61786,81805,435,64010,84174,161,43438,67299
52154,358,66111,66748,233,81875,82002,125,23594,38314
52151,939,49663,59005,500,62917,74966,439,35768,40206
52147,434,56750,68618,267,62708,79039,167,34740,51076
52146,390,60000,65035,293,61042,71863,97,38274,38928
52144,457,70398,86028,330,81458,101096,127,32083,46636
52142,648,39417,71872,322,56250,76794,326,23088,65511
52141,572,56121,71936,361,75344,84506,211,33984,49176
52140,235,46467,63723,127,84875,86672,108,0,36738
52136,2341,54229,66587,1566,65426,74785,775,38310,46114
52135,291,60179,61895,157,69904,76597,134,30833,44557
52134,111,61875,76920,87,68958,86592,24,32500,37250
52133,280,56837,64414,241,55995,65600,39,0,32587
52132,887,58598,72813,591,69141,81560,296,40565,53769
52101,5109,61789,78304,3143,88604,100458,1966,32724,41788
52079,313,51406,75788,182,89375,107708,131,24018,27424
52078,223,67250,72422,182,71786,77474,41,32813,47354
52077,149,59375,68470,108,93750,82394,41,25417,31007
52076,955,54750,64772,554,69583,81291,401,39050,39521
52074,131,88313,82211,121,88563,85998,10,0,13880
52073,571,77448,88923,435,92330,104545,136,29643,35476
52072,120,68382,70574,86,71429,79530,34,40750,45521
52070,465,51771,59038,326,57900,64853,139,35781,44358
52069,583,67264,68322,438,69643,71412,145,65845,56223
52068,1650,102656,134224,1362,104316,146928,288,51765,70599
52066,36,43750,54572,23,87917,69413,13,23438,28308
52065,362,60625,69760,270,77917,80594,92,31739,36290
52064,303,52422,75000,229,71250,88921,74,25750,30470
52060,3581,51144,65371,2174,69148,78457,1407,30663,42031
52057,3305,60836,91398,2176,73333,117013,1129,35662,41571
52054,299,89063,95024,227,103854,108913,72,0,49983
52053,358,74773,79542,274,92500,92643,84,30000,36096
52052,1414,49455,69695,864,73250,91290,550,25109,34443
52050,209,70625,86031,143,88125,101207,66,52500,50461
52049,551,69740,77152,364,84643,91643,187,37109,47236
52048,137,57188,59831,88,59167,64647,49,41875,46537
52047,275,56354,68899,211,58750,73100,64,39583,50575
52046,952,76719,96503,770,83333,107305,182,31429,44410
52045,1009,60956,71034,680,85750,83482,329,37212,44286
52044,81,64708,78906,78,64000,64806,3,0,0
52043,928,59500,61652,530,76923,73015,398,32935,40345
52042,619,63164,72044,371,82663,89395,248,31250,46089
52041,701,73024,82414,459,84306,95200,242,43963,49784
52040,2418,64632,71686,1635,78149,85448,783,36327,40153
52039,350,99722,97737,273,102868,110259,77,0,53013
52038,182,83077,102734,146,83846,83316,36,0,176833
52037,406,65682,79685,297,81719,94750,109,31528,35517
52035,421,45250,62042,318,69000,71627,103,30298,28927
52033,1272,68000,81315,818,81471,99195,454,29231,47516
52032,632,71121,72696,483,77216,78668,149,40694,53336
52031,2163,68886,89418,1561,91518,106451,602,37500,44360
52030,185,52902,58124,134,53611,60197,51,38750,42586
52003,5241,81383,108555,3612,101627,130330,1629,45504,55798
52002,6670,77120,101093,4807,90120,119881,1863,33125,50796
52001,17642,51625,69276,10117,69323,88845,7525,32867,40265
51656,20,53750,62620,13,65625,69877,7,41750,49143
51654,163,72813,65482,110,51250,60318,53,0,64913
51653,588,70375,83107,430,84091,93738,158,48448,50341
51652,634,56667,65471,384,71875,84397,250,30556,34244
51650,134,47500,64942,62,56250,72603,72,37500,58344
51649,134,76316,82374,117,75592,85877,17,27917,36447
51648,91,78224,91464,74,79107,101730,17,45750,46776
51647,57,0,75075,30,0,107803,27,12232,16807
51646,362,63750,70840,232,91591,91166,130,30833,32137
51645,111,61131,103991,60,125385,158845,51,0,39457
51640,759,46964,62368,444,62500,82813,315,27109,32520
51639,360,59688,72118,213,78750,89734,147,39609,45171
51638,598,51071,69105,274,67750,92030,324,39167,48742
51637,114,39167,46537,56,38750,51121,58,50000,41972
51636,211,59375,60643,146,66875,68785,65,0,40097
51632,2659,52512,64358,1622,64861,79120,1037,27027,39461
51631,132,43167,104176,100,46667,128459,32,23750,25556
51630,59,73750,63097,49,58125,60655,10,0,0
51601,2522,46466,59456,1589,61653,69326,933,30951,41369
51579,900,62500,87652,664,74545,101846,236,31591,44237
51578,40,91875,118463,29,0,135652,11,80625,73145
51577,530,51250,64637,306,76607,84531,224,26429,35345
51576,806,94464,109538,650,108214,121609,156,43173,55972
51575,547,87880,99874,443,94844,105282,104,33750,74028
51573,451,79375,84479,350,87750,96268,101,35625,40664
51572,205,54688,60367,116,67500,76594,89,25250,38757
51571,220,79773,96833,159,79102,94808,61,78750,94407
51570,432,48333,67716,256,65714,83345,176,35789,41164
51566,2894,54455,82301,1799,61202,73719,1095,27099,89739
51565,260,86181,88381,188,86319,99449,72,0,59218
51564,182,49773,56338,93,61458,63840,89,38542,45290
51563,299,57107,71808,260,57429,74312,39,25875,47351
51562,169,52750,75587,124,62500,89260,45,28750,37327
51561,439,65938,99848,284,64868,118190,155,58906,64090
51560,781,61250,72643,531,70733,80942,250,15769,40767
51559,659,71313,81990,496,84583,95514,163,40139,37963
51558,239,53750,67606,171,70795,79316,68,31250,37497
51557,397,72292,84294,284,89167,97236,113,37375,50995
51556,197,76250,88168,152,103125,102886,45,28393,32220
51555,1998,66186,73998,1303,78792,86477,695,40880,47381
51554,61,66181,67548,43,66181,72588,18,0,0
51553,380,69219,93786,281,90313,110885,99,29013,41634
51552,131,51875,55220,81,0,54960,50,0,55640
51551,661,77216,115362,428,96250,148991,233,44306,51912
51550,65,41250,56500,45,55625,65644,20,28750,29960
51549,211,76458,94932,155,108750,107823,56,33500,56195
51548,185,85208,103541,159,86736,112524,26,31719,40546
51546,1155,85444,101196,894,91234,116796,261,38958,42496
51545,135,32708,44548,73,48438,61334,62,16000,20873
51544,322,43750,64384,218,53333,76094,104,30000,39838
51543,212,45227,53651,117,45938,59368,95,30250,39576
51542,392,97115,142661,344,105804,154563,48,58676,57367
51541,140,55000,56720,92,62083,65378,48,24605,32773
51540,140,57500,69651,102,96125,85915,38,25385,25176
51537,2916,60083,78834,1765,79023,96737,1151,33002,47654
51536,183,56250,69807,122,76250,90075,61,24375,29220
51535,746,66563,72955,516,73429,81794,230,32391,49656
51534,3341,79112,91906,2297,96196,106230,1044,45071,55923
51533,412,64063,77074,289,79063,88763,123,44375,49576
51532,288,58929,68239,209,68472,71880,79,45625,43386
51531,284,57679,71399,180,69375,83064,104,43750,48771
51530,286,48553,91466,189,63375,120183,97,26741,35313
51529,855,49250,60119,543,64489,73944,312,30227,35371
51528,342,48438,73620,208,69773,103348,134,25625,26134
51527,248,57500,73846,199,54972,78590,49,36875,32506
51526,739,75757,94567,500,84632,101633,239,53368,77725
51525,490,65156,80270,311,90987,98278,179,42083,47946
51523,169,77396,86637,126,91250,102605,43,30625,36081
51521,817,53813,69384,467,74191,83722,350,31250,46466
51520,103,51705,56776,95,51856,58696,8,25000,30550
51510,1342,52163,76678,956,71375,85221,386,34091,53206
51503,14624,66528,83051,9243,86751,101111,5381,33610,46125
51501,14108,50115,60661,8577,59552,69496,5531,32078,41104
51467,253,58750,76107,194,71389,84977,59,35250,44095
51466,490,58636,79083,316,83125,104400,174,22500,31991
51465,302,55833,71258,209,78250,81728,93,39375,40569
51463,237,57750,71712,161,58917,77397,76,47000,59667
51462,472,55625,68117,324,61818,77125,148,29792,44238
51461,541,61477,78661,369,66420,85095,172,47500,59969
51459,36,63750,77272,26,0,81565,10,21667,28220
51458,535,51650,73459,356,63167,90799,179,34028,38826
51455,1014,66296,89221,576,89400,113520,438,48554,55066
51454,539,70282,81940,390,74167,87319,149,34886,66413
51453,309,58750,76470,204,65000,77168,105,33750,43986
51451,48,47500,62988,35,77917,75486,13,38250,29338
51450,688,65500,80410,448,87188,97029,240,21731,47743
51449,887,59135,72949,642,74545,82930,245,25903,42142
51448,240,43958,60324,170,55000,68681,70,33750,40027
51447,102,96324,87560,79,97792,94751,23,82604,60957
51446,235,70313,65223,174,73269,68193,61,46250,54477
51445,1145,59926,84140,689,78697,108755,456,39167,44666
51444,103,48750,65305,60,68500,72138,43,41696,55770
51443,568,68971,73455,369,82750,88208,199,31875,45117
51442,3301,54169,85953,2435,63162,87956,866,27847,76696
51441,181,38523,48498,103,48125,59906,78,23750,32513
51440,136,54583,64189,89,79063,75178,47,37813,37768
51439,388,50078,55498,237,51116,59178,151,41927,47024
51436,414,51429,72748,271,81750,92485,143,31412,35262
51433,234,46250,52269,198,53077,50198,36,26875,37778
51431,163,48194,63075,111,70750,67220,52,35833,51213
51430,416,63625,76088,366,66875,75981,50,43750,45246
51401,5188,59082,73967,3115,82190,89938,2073,29611,47072
51366,136,61250,86182,104,96667,102881,32,25000,31909
51365,141,49250,68843,87,67083,85970,54,26875,29780
51364,351,54034,81381,219,65417,107836,132,29667,34436
51363,92,39444,52098,77,38594,46316,15,43750,49180
51360,4311,61292,79301,2378,76404,95904,1933,44032,53403
51358,543,56823,65038,342,68421,78654,201,32404,39890
51357,323,54345,70138,202,71071,85821,121,45179,39968
51355,513,54073,94300,256,94167,150670,257,32917,38151
51354,534,60500,62146,345,67853,72496,189,32639,43254
51351,2038,59970,86166,1415,66875,95724,623,36632,60283
51350,199,55268,56528,105,63125,65429,94,42100,41316
51347,673,66938,80359,395,98393,97650,278,42000,54267
51346,907,44539,58707,561,64659,75246,346,22167,27372
51345,205,44899,82538,125,82250,106147,80,43729,45320
51343,86,117955,108034,74,119318,116608,12,0,50567
51342,588,66429,70602,395,87031,86454,193,31354,34345
51341,14,46250,53671,8,63750,76550,6,22500,23150
51338,415,59609,67990,288,77000,79409,127,33281,40809
51334,2871,59192,71656,1663,71694,85635,1208,35550,50935
51333,194,51944,65254,113,83438,78765,81,0,39023
51331,581,64625,78199,313,86161,88632,268,50365,65935
51301,5648,47989,62451,3253,68348,80620,2395,26417,37133
51250,2981,79415,87367,2183,89700,103766,798,26292,41014
51249,1407,63090,73446,827,68250,81109,580,50833,58541
51248,738,55385,59719,426,66875,72324,312,32500,38938
51247,1839,69090,88741,1245,79861,101324,594,42578,60319
51246,1406,64875,76530,1014,78000,91324,392,33462,38260
51245,564,57000,73650,385,70938,87797,179,37750,42280
51244,48,69091,79229,43,69659,84226,5,29375,36260
51243,263,62604,70162,171,59479,75739,92,56250,55200
51242,80,70313,103310,56,81250,88423,24,48056,138046
51241,809,78250,84980,611,98341,99844,198,37929,38645
51240,806,71986,74569,577,78672,77945,229,34250,47492
51239,1037,74313,97079,809,81402,110220,228,38833,47437
51238,476,60795,70605,327,64514,77464,149,46534,54262
51237,679,54750,67134,500,66250,76994,179,23438,37143
51235,413,62431,79473,318,81481,91518,95,37019,34143
51234,475,66607,86219,382,74375,94200,93,39375,42589
51232,307,55208,66423,214,71042,73583,93,36875,45831
51231,191,87694,78286,146,88664,92169,45,23482,33242
51230,159,39934,53436,138,39808,54714,21,38125,38238
51201,2524,57643,72605,1461,88239,95558,1063,35329,39950
51111,36,39300,47892,36,39300,47892,0,0,0
51109,1424,62059,64331,860,69050,75151,564,30250,43373
51108,2068,60905,82390,1453,80288,97125,615,50702,46687
51106,10403,65703,80772,6430,84365,93865,3973,39319,54897
51105,4067,46193,53819,2533,56131,61211,1534,26298,32220
51104,8251,64539,81939,5655,71171,89130,2596,36907,54766
51103,6094,47908,58221,4001,56132,65187,2093,26746,36692
51101,371,17394,33428,83,49427,80923,288,16220,19741
51063,455,59398,75861,340,75833,86927,115,41875,40194
51062,264,30833,43999,82,73750,90402,182,0,22766
51061,213,61458,70892,108,82917,84209,105,41875,56423
51060,296,43333,59041,161,67625,82601,135,29432,30059
51058,407,61023,89889,238,85625,124143,169,22344,39387
51056,195,60495,62226,130,60833,67537,65,0,51129
51055,557,69583,78760,380,83958,88760,177,34073,50650
51054,1999,86563,110917,1542,84583,105373,457,56806,114283
51053,477,61792,73098,316,64655,84656,161,45375,47849
51052,475,70625,82674,263,86146,89700,212,53333,68270
51051,40,40625,47345,23,44375,59096,17,32656,31447
51050,1088,81912,96102,787,95625,108663,301,34861,49507
