city,state,latitude,longitude,postcode,price,bedroom_number,bathroom_number,property_type
Sacramento,CA,38.569996,-121.411514,95825,439000,2,2,CONDO
Sacramento,CA,38.568897,-121.40474,95825,579500,3,2,CONDO
Sacramento,CA,38.585617,-121.41089,95825,255000,2,3,CONDO
Sacramento,CA,38.57595,-121.40605,95825,649000,3,3,CONDO
Sacramento,CA,38.626156,-121.38167,95821,271000,2,2,CONDO
Sacramento,CA,38.577038,-121.41161,95825,330000,2,2,CONDO
Sacramento,CA,38.669342,-121.35598,95842,220000,2,1,CONDO
Sacramento,CA,38.668446,-121.363464,95842,193000,1,1,CONDO
Sacramento,CA,38.66881,-121.35574,95842,199000,2,1,CONDO
Sacramento,CA,38.69947,-121.35243,95842,300000,2,2,CONDO
Sacramento,CA,38.670097,-121.36393,95842,259000,2,2,CONDO
Sacramento,CA,38.66849,-121.35637,95842,209000,2,1,CONDO
Sacramento,CA,38.668636,-121.35417,95842,249900,2,1,CONDO
Sacramento,CA,38.676426,-121.359,95842,210000,2,1,CONDO
Sacramento,CA,38.676426,-121.359,95842,205000,2,1,CONDO
Sacramento,CA,38.66993,-121.36032,95842,219900,2,1,CONDO
Sacramento,CA,38.67489,-121.35767,95842,215000,2,1,CONDO
Sacramento,CA,38.669285,-121.35258,95842,175000,2,1,CONDO
Sacramento,CA,38.62818,-121.49907,95834,330000,2,2,CONDO
Sacramento,CA,38.649174,-121.523796,95834,319000,2,2,CONDO
Sacramento,CA,38.649174,-121.523796,95834,265000,1,1,CONDO
Sacramento,CA,38.64126,-121.51051,95834,385000,2,2,CONDO
San Jose,CA,37.287865,-121.87191,95125,899000,3,3,CONDO
Fort Bragg,CA,39.44181,-123.795074,95437,525000,2,1,CONDO
Fort Bragg,CA,39.4425,-123.7849,95437,3100000,7,7,CONDO
Fort Bragg,CA,39.416473,-123.785805,95437,650000,1,1,CONDO
San Jose,CA,37.346207,-121.90086,95110,699000,2,2,CONDO
San Jose,CA,37.33805,-121.89569,95110,799000,2,2,CONDO
San Jose,CA,37.33805,-121.89569,95110,850000,2,2,CONDO
San Jose,CA,37.33805,-121.89569,95110,899000,2,2,CONDO
San Jose,CA,37.33735,-121.89525,95110,1122128,2,2,CONDO
San Jose,CA,37.334995,-121.89559,95110,569950,1,1,CONDO
San Jose,CA,37.33735,-121.89525,95110,593638,0,1,CONDO
San Jose,CA,37.334995,-121.89559,95110,1850000,2,3,CONDO
San Jose,CA,37.344055,-121.900566,95110,799000,2,2,CONDO
Watsonville,CA,36.873543,-121.821175,95076,319000,1,1,CONDO
Watsonville,CA,36.873543,-121.821175,95076,1299000,1,1,CONDO
Morgan Hill,CA,37.145645,-121.66084,95037,581842,2,3,CONDO
El Dorado Hills,CA,38.64431,-121.05695,95762,410000,2,2,CONDO
Folsom,CA,38.648273,-121.13747,95630,443000,2,2,CONDO
Folsom,CA,38.648273,-121.13747,95630,345000,1,1,CONDO
Sacramento,CA,38.478523,-121.53886,95831,425000,3,3,CONDO
Sacramento,CA,38.50323,-121.539055,95831,305000,2,2,CONDO
Sacramento,CA,38.512875,-121.53311,95831,289000,2,2,CONDO
Morgan Hill,CA,37.12892,-121.64318,95037,799000,2,3,CONDO
Morgan Hill,CA,37.122723,-121.655304,95037,699999,2,2,CONDO
Morgan Hill,CA,37.134106,-121.662865,95037,699000,2,2,CONDO
Cameron Park,CA,38.693726,-120.99663,95682,380000,2,3,CONDO
Cameron Park,CA,38.6603,-120.97832,95682,295000,2,2,CONDO
San Jose,CA,37.3057,-121.92034,95126,720000,2,2,CONDO
San Jose,CA,37.32157,-121.96177,95117,638000,2,2,CONDO
Cameron Park,CA,38.6956,-120.99752,95682,406000,3,3,CONDO
Shingle Springs,CA,38.68128,-120.99431,95682,396000,2,2,CONDO
San Jose,CA,37.31251,-121.9511,95128,850000,2,2,CONDO
San Jose,CA,37.31778,-121.95382,95117,1274990,3,2,CONDO
San Jose,CA,37.318905,-121.981445,95129,589999,2,2,CONDO
San Jose,CA,37.314396,-121.93906,95128,425000,1,1,CONDO
San Jose,CA,37.31859,-121.94434,95128,1298000,3,3,CONDO
San Jose,CA,37.311882,-121.93925,95128,585000,2,2,CONDO
Los Gatos,CA,37.26351,-121.96355,95032,650000,2,2,CONDO
San Jose,CA,37.319458,-121.9686,95117,799900,3,3,CONDO
San Jose,CA,37.31778,-121.95382,95117,1174990,2,2,CONDO
San Jose,CA,37.31778,-121.95382,95117,1124990,2,2,CONDO
San Jose,CA,37.31084,-121.93918,95128,549000,2,2,CONDO
San Jose,CA,37.319572,-121.96989,95117,898000,2,3,CONDO
San Jose,CA,37.313637,-121.93949,95128,569000,2,2,CONDO
Los Gatos,CA,37.253807,-121.9648,95032,1195000,2,2,CONDO
San Jose,CA,37.31577,-121.93916,95128,568888,2,2,CONDO
San Jose,CA,37.311012,-121.93967,95128,449000,1,1,CONDO
San Jose,CA,37.318897,-121.981,95129,598888,2,2,CONDO
San Jose,CA,37.311165,-121.91649,95128,575000,1,1,CONDO
San Jose,CA,37.31289,-121.93894,95128,559000,2,2,CONDO
San Jose,CA,37.31183,-121.93907,95128,399000,1,1,CONDO
San Jose,CA,37.311165,-121.91649,95128,850000,2,2,CONDO
San Jose,CA,37.31778,-121.95382,95117,1299990,3,2,CONDO
San Jose,CA,37.319767,-121.91295,95126,829000,2,2,CONDO
San Jose,CA,37.305603,-121.91962,95126,728000,2,2,CONDO
San Jose,CA,37.308304,-121.91941,95126,720000,2,2,CONDO
Kentfield,CA,37.9448,-122.52969,94904,1750000,3,3,CONDO
Tiburon,CA,37.89568,-122.496124,94920,1095000,3,2,CONDO
Santa Rosa,CA,38.41497,-122.70557,95404,388000,3,2,CONDO
Kentfield,CA,37.945,-122.526764,94904,840000,2,2,CONDO
Larkspur,CA,37.940975,-122.53471,94939,522000,1,1,CONDO
Mill Valley,CA,37.89794,-122.519295,94941,570000,1,1,CONDO
Greenbrae,CA,37.944756,-122.53039,94904,995000,2,3,CONDO
Santa Rosa,CA,38.452038,-122.71043,95404,549000,2,2,CONDO
Mill Valley,CA,37.900867,-122.54185,94941,795000,2,1,CONDO
Mill Valley,CA,37.892628,-122.521,94941,1349000,2,3,CONDO
Greenbrae,CA,37.944542,-122.52738,94904,1077000,2,2,CONDO
Mill Valley,CA,37.897224,-122.51964,94941,567000,1,1,CONDO
Mill Valley,CA,37.9065,-122.54905,94941,1444250,1,1,CONDO
Greenbrae,CA,37.9458,-122.52881,94904,624000,1,2,CONDO
Greenbrae,CA,37.947605,-122.53364,94904,685000,2,2,CONDO
Belvedere Tiburon,CA,37.89726,-122.49639,94920,795000,2,1,CONDO
Sausalito,CA,37.865692,-122.50607,94965,825000,2,2,CONDO
Mill Valley,CA,37.888496,-122.51099,94941,639000,1,1,CONDO
Mill Valley,CA,37.880928,-122.535164,94941,569000,1,1,CONDO
Sausalito,CA,37.8676,-122.50224,94965,899000,2,2,CONDO
Sausalito,CA,37.86744,-122.50208,94965,660000,1,1,CONDO
Sausalito,CA,37.866467,-122.50626,94965,650000,1,1,CONDO
Sausalito,CA,37.86316,-122.50536,94965,1299000,3,3,CONDO
Sausalito,CA,37.86731,-122.50178,94965,699000,1,1,CONDO
Sausalito,CA,37.8553,-122.482056,94965,1250000,2,2,CONDO
Sausalito,CA,37.848145,-122.48037,94965,1895000,2,3,CONDO
Sausalito,CA,37.87783,-122.51965,94965,1000000,2,3,CONDO
Woodland,CA,38.658123,-121.78573,95695,409000,3,2,CONDO
Woodland,CA,38.67371,-121.77551,95695,460000,2,3,CONDO
Sacramento,CA,38.56295,-121.41164,95825,599000,3,3,CONDO
Citrus Heights,CA,38.680542,-121.31442,95621,239000,2,1,CONDO
Citrus Heights,CA,38.680874,-121.31995,95621,339000,3,3,CONDO
Vacaville,CA,38.34689,-122.00237,95688,399500,2,2,CONDO
Vacaville,CA,38.36501,-122.00111,95688,340000,3,2,CONDO
Citrus Heights,CA,38.68108,-121.31431,95621,234900,2,1,CONDO
Mill Valley,CA,37.880928,-122.535164,94941,625000,1,1,CONDO
Citrus Heights,CA,38.68149,-121.31447,95621,230000,2,1,CONDO
Citrus Heights,CA,38.685307,-121.30547,95621,399000,3,3,CONDO
Petaluma,CA,38.25611,-122.63293,94954,462000,2,1,CONDO
Citrus Heights,CA,38.718567,-121.29174,95621,265000,2,2,CONDO
Citrus Heights,CA,38.71857,-121.29141,95621,300000,2,2,CONDO
Citrus Heights,CA,38.682533,-121.31395,95621,250000,2,1,CONDO
Modesto,CA,37.697445,-121.05032,95356,335900,3,2,CONDO
Modesto,CA,37.69174,-121.01187,95356,200000,1,2,CONDO
Modesto,CA,37.696087,-121.05105,95356,315000,2,2,CONDO
Petaluma,CA,38.258125,-122.63233,94954,639999,3,3,CONDO
Modesto,CA,37.689533,-120.99956,95356,439990,3,3,CONDO
Modesto,CA,37.69108,-121.01012,95356,170000,1,1,CONDO
Modesto,CA,37.69108,-121.01012,95356,249900,2,2,CONDO
Novato,CA,38.099792,-122.573586,94947,445000,2,2,CONDO
Novato,CA,38.07786,-122.54954,94947,449000,2,1,CONDO
Novato,CA,,,94949,943930,4,4,CONDO
Novato,CA,,,94949,1039990,4,4,CONDO
Novato,CA,38.078182,-122.54965,94947,458000,2,1,CONDO
Modesto,CA,37.69108,-121.01012,95356,150000,1,1,CONDO
Modesto,CA,37.6903,-121.058495,95356,250000,1,1,CONDO
Citrus Heights,CA,38.680126,-121.31379,95621,219000,2,1,CONDO
Novato,CA,38.064598,-122.537415,94949,550000,2,1,CONDO
Novato,CA,,,94949,948622,4,4,CONDO
Novato,CA,38.086617,-122.55539,94947,624900,3,3,CONDO
Merced,CA,37.325382,-120.49453,95348,275000,1,1,CONDO
Novato,CA,38.078625,-122.54844,94947,445000,2,1,CONDO
Merced,CA,37.325157,-120.475334,95348,275000,3,2,CONDO
Novato,CA,38.086243,-122.55531,94947,468000,2,2,CONDO
Novato,CA,38.08027,-122.5478,94947,459000,2,1,CONDO
Novato,CA,,,94949,844383,3,3,CONDO
Novato,CA,,,94949,954990,4,4,CONDO
Novato,CA,,,94949,984990,4,4,CONDO
Novato,CA,,,94949,859990,3,3,CONDO
Novato,CA,38.12704,-122.56662,94945,863341,3,3,CONDO
Merced,CA,37.325264,-120.49531,95348,275000,2,2,CONDO
Novato,CA,,,94949,884990,4,4,CONDO
Novato,CA,,,94949,944990,4,4,CONDO
Novato,CA,,,94949,1028778,4,4,CONDO
Novato,CA,38.112907,-122.56895,94945,841117,3,3,CONDO
Novato,CA,,,94949,869990,4,4,CONDO
Novato,CA,,,94949,929990,4,4,CONDO
Novato,CA,,,94945,898468,3,3,CONDO
Novato,CA,38.127346,-122.56644,94945,865687,3,3,CONDO
Novato,CA,,,94949,794101,3,3,CONDO
Novato,CA,,,94949,1052895,4,4,CONDO
Novato,CA,,,94949,1048096,4,4,CONDO
Novato,CA,,,94949,810528,3,3,CONDO
Novato,CA,,,94945,863110,3,3,CONDO
Novato,CA,,,94945,888631,3,3,CONDO
Novato,CA,38.1138,-122.56893,94945,889990,4,4,CONDO
Merced,CA,37.31475,-120.47759,95348,475000,3,3,CONDO
Merced,CA,37.309036,-120.50271,95348,209902,2,2,CONDO
Rohnert Park,CA,38.32846,-122.695595,94928,395900,2,1,CONDO
Rohnert Park,CA,38.349644,-122.69528,94928,549000,3,2,CONDO
Rohnert Park,CA,38.344112,-122.70768,94928,400000,2,2,CONDO
Rohnert Park,CA,38.343803,-122.70727,94928,299000,1,1,CONDO
El Macero,CA,38.54393,-121.679955,95618,1030000,2,2,CONDO
Rohnert Park,CA,38.362015,-122.69073,94928,396500,2,2,CONDO
Rohnert Park,CA,38.343536,-122.70757,94928,400000,2,2,CONDO
Rohnert Park,CA,38.34438,-122.707275,94928,345000,2,2,CONDO
Rohnert Park,CA,38.33866,-122.68955,94928,417500,2,2,CONDO
Vacaville,CA,38.33444,-121.95008,95687,499000,3,2,CONDO
Rohnert Park,CA,38.343933,-122.704445,94928,408000,3,2,CONDO
Rohnert Park,CA,38.349907,-122.706566,94928,296335,2,1,CONDO
Rohnert Park,CA,38.33884,-122.69032,94928,305000,2,1,CONDO
Rohnert Park,CA,38.345062,-122.69179,94928,369000,2,2,CONDO
Vacaville,CA,38.33921,-121.97074,95687,259000,2,1,CONDO
Rohnert Park,CA,38.33092,-122.68596,94928,330000,2,2,CONDO
Vacaville,CA,38.360123,-121.9567,95687,329500,2,1,CONDO
Belvedere Tiburon,CA,37.87577,-122.45687,94920,2995000,3,3,CONDO
Tiburon,CA,37.882347,-122.46151,94920,1399000,3,3,CONDO
Tiburon,CA,37.873573,-122.45342,94920,3799000,3,3,CONDO
Tiburon,CA,37.88413,-122.46096,94920,995000,2,3,CONDO
North Highlands,CA,38.66207,-121.37171,95660,199900,2,1,CONDO
San Rafael,CA,37.964592,-122.49934,94901,399000,2,1,CONDO
San Rafael,CA,37.96664,-122.50994,94901,475000,1,1,CONDO
San Rafael,CA,37.983112,-122.52486,94901,449000,1,1,CONDO
Richmond,CA,37.91137,-122.341736,94804,515000,1,1,CONDO
Richmond,CA,37.913666,-122.34307,94804,499000,2,1,CONDO
Richmond,CA,37.916874,-122.35349,94804,673000,2,3,CONDO
Richmond,CA,37.91706,-122.35251,94804,585000,2,2,CONDO
Richmond,CA,37.910496,-122.344635,94804,569999,2,2,CONDO
Richmond,CA,37.917145,-122.34631,94804,589000,2,2,CONDO
Richmond,CA,37.912266,-122.33935,94804,550000,2,2,CONDO
Richmond,CA,37.91143,-122.34429,94804,398000,1,1,CONDO
Richmond,CA,37.91662,-122.350746,94804,410000,1,1,CONDO
Richmond,CA,37.91565,-122.3509,94804,598000,2,2,CONDO
Richmond,CA,37.911366,-122.345245,94804,450000,1,1,CONDO
Richmond,CA,37.915573,-122.348404,94804,595000,2,2,CONDO
Vacaville,CA,38.377266,-121.93874,95687,305000,1,1,CONDO
Richmond,CA,37.913246,-122.34138,94804,505000,2,1,CONDO
Richmond,CA,37.910717,-122.34536,94804,675000,2,2,CONDO
Richmond,CA,37.91288,-122.34419,94804,545500,2,2,CONDO
Richmond,CA,37.91664,-122.351746,94804,585000,2,2,CONDO
Merced,CA,37.315544,-120.45647,95340,315000,3,2,CONDO
Berkeley,CA,37.87787,-122.258125,94709,878000,2,1,CONDO
Berkeley,CA,37.877712,-122.26328,94709,899000,2,1,CONDO
Berkeley,CA,37.87721,-122.256355,94709,998000,2,1,CONDO
Merced,CA,37.31534,-120.45635,95340,299000,3,2,CONDO
Fair Oaks,CA,38.65574,-121.28886,95628,285000,2,2,CONDO
Berkeley,CA,37.856007,-122.28766,94702,1169000,3,3,CONDO
Fair Oaks,CA,38.646713,-121.291504,95628,299950,3,2,CONDO
Berkeley,CA,37.856007,-122.28766,94702,799000,1,1,CONDO
Fair Oaks,CA,38.663235,-121.276505,95628,265000,2,2,CONDO
Berkeley,CA,37.87828,-122.295494,94702,998000,3,3,CONDO
Berkeley,CA,37.855995,-122.28752,94702,989000,2,1,CONDO
Berkeley,CA,37.856007,-122.28766,94702,959000,2,2,CONDO
Berkeley,CA,37.856007,-122.28766,94702,1099000,2,3,CONDO
Berkeley,CA,37.856007,-122.28766,94702,1219000,3,3,CONDO
Oakland,CA,37.84453,-122.27008,94609,525000,2,1,CONDO
Oakland,CA,37.796253,-122.27568,94607,1050000,2,2,CONDO
Oakland,CA,37.80164,-122.276375,94607,525000,1,1,CONDO
Berkeley,CA,37.86321,-122.26073,94704,549000,2,2,CONDO
Orangevale,CA,38.664383,-121.21194,95628,295000,2,2,CONDO
Oakland,CA,37.802395,-122.27613,94607,699000,2,2,CONDO
Oakland,CA,37.795776,-122.27015,94607,845000,2,2,CONDO
Oakland,CA,37.794285,-122.268,94607,925000,2,2,CONDO
Emeryville,CA,37.839043,-122.304695,94608,449999,1,1,CONDO
Oakland,CA,37.841923,-122.282715,94608,669000,1,1,CONDO
Fair Oaks,CA,38.6573,-121.264175,95628,295000,2,1,CONDO
Oakland,CA,37.81228,-122.267555,94612,1150000,3,3,CONDO
Oakland,CA,37.81946,-122.272766,94609,395000,1,1,CONDO
Oakland,CA,37.814404,-122.29818,94607,729888,2,3,CONDO
Oakland,CA,37.812283,-122.26757,94612,799000,2,2,CONDO
Oakland,CA,37.80472,-122.27757,94607,625000,1,1,CONDO
oakland,CA,37.8396,-122.26586,94609,849000,2,2,CONDO
Emeryville,CA,37.845062,-122.29504,94608,665000,2,2,CONDO
Oakland,CA,37.812874,-122.300446,94607,449000,1,1,CONDO
Oakland,CA,37.794426,-122.27328,94607,1049000,2,2,CONDO
Oakland,CA,37.795776,-122.27015,94607,849000,2,2,CONDO
Oakland,CA,37.812714,-122.300285,94607,498000,1,2,CONDO
Oakland,CA,37.840572,-122.28505,94608,749000,2,1,CONDO
Oakland,CA,37.812527,-122.299805,94607,709000,2,3,CONDO
Sonoma,CA,38.289726,-122.46082,95476,250320,1,1,CONDO
Oakland,CA,37.815525,-122.2598,94611,398000,1,1,CONDO
Oakland,CA,37.803387,-122.26189,94612,1998000,2,2,CONDO
Emeryville,CA,37.84238,-122.29659,94608,479000,1,1,CONDO
Oakland,CA,37.81511,-122.29438,94607,812900,3,2,CONDO
Emeryville,CA,37.84238,-122.29659,94608,579000,1,1,CONDO
Berkeley,CA,37.86588,-122.29737,94710,674000,1,1,CONDO
Sonoma,CA,38.29523,-122.47863,95476,485000,1,1,CONDO
Emeryville,CA,37.84238,-122.29659,94608,949000,2,2,CONDO
Oakland,CA,37.830837,-122.27315,94608,829000,2,1,CONDO
Oakland,CA,37.81511,-122.29438,94607,866900,2,2,CONDO
Emeryville,CA,37.8306,-122.2792,94608,449000,1,1,CONDO
Oakland,CA,37.81511,-122.29438,94607,735900,3,3,CONDO
Emeryville,CA,37.82882,-122.27975,94608,635000,2,2,CONDO
Emeryville,CA,37.837852,-122.30469,94608,425000,1,1,CONDO
Oakland,CA,37.81544,-122.27922,94607,799000,2,3,CONDO
Emeryville,CA,37.84238,-122.29659,94608,440000,1,1,CONDO
Oakland,CA,37.795776,-122.27015,94607,850000,3,2,CONDO
Oakland,CA,37.809723,-122.28341,94607,549000,2,2,CONDO
Oakland,CA,37.848347,-122.265884,94609,538888,1,1,CONDO
Oakland,CA,37.804916,-122.262474,94612,529000,1,1,CONDO
Oakland,CA,37.795204,-122.27049,94607,568000,1,1,CONDO
Emeryville,CA,37.845062,-122.29504,94608,648000,2,2,CONDO
Oakland,CA,37.81375,-122.26921,94612,429000,1,1,CONDO
Oakland,CA,37.81421,-122.27731,94607,558888,1,2,CONDO
Oakland,CA,37.80396,-122.261475,94612,599000,1,1,CONDO
Oakland,CA,37.814404,-122.29818,94607,785000,2,3,CONDO
Oakland,CA,37.8206,-122.25741,94611,549999,2,2,CONDO
Oakland,CA,37.849854,-122.26127,94609,599000,1,1,CONDO
Emeryville,CA,37.8395,-122.29155,94608,639000,1,1,CONDO
Oakland,CA,37.81511,-122.29438,94607,675900,3,3,CONDO
Berkeley,CA,37.84957,-122.27719,94703,930000,3,2,CONDO
Oakland,CA,37.81511,-122.29438,94607,829900,3,2,CONDO
Oakland,CA,37.814274,-122.25662,94610,499000,1,1,CONDO
Emeryville,CA,37.8395,-122.29155,94608,549000,1,1,CONDO
Berkeley,CA,37.86321,-122.26073,94704,440000,1,1,CONDO
Oakland,CA,37.835354,-122.27628,94608,659000,1,2,CONDO
Oakland,CA,37.80811,-122.2736,94612,798000,2,2,CONDO
Oakland,CA,37.810474,-122.27226,94612,599000,1,1,CONDO
Emeryville,CA,37.83781,-122.3055,94608,489900,1,1,CONDO
Emeryville,CA,37.845062,-122.29504,94608,449500,1,1,CONDO
Oakland,CA,37.812714,-122.300285,94607,515000,1,1,CONDO
Oakland,CA,37.813965,-122.25688,94610,525000,1,1,CONDO
Emeryville,CA,37.84238,-122.29659,94608,499000,1,1,CONDO
Oakland,CA,37.828785,-122.25983,94609,699000,1,2,CONDO
Emeryville,CA,37.82882,-122.27975,94608,475000,1,1,CONDO
Oakland,CA,37.801678,-122.262955,94612,399900,1,1,CONDO
Oakland,CA,37.813152,-122.298164,94607,735000,2,3,CONDO
Oakland,CA,37.829777,-122.25694,94609,769000,1,1,CONDO
Oakland,CA,37.793888,-122.27048,94607,750000,3,2,CONDO
Oakland,CA,37.794285,-122.268,94607,875000,2,2,CONDO
Oakland,CA,37.794285,-122.268,94607,929000,2,2,CONDO
Oakland,CA,37.8024,-122.27614,94607,629000,2,2,CONDO
Oakland,CA,37.80396,-122.261475,94612,549000,1,1,CONDO
Oakland,CA,37.794426,-122.27328,94607,995000,2,2,CONDO
Emeryville,CA,37.845062,-122.29504,94608,430000,1,1,CONDO
Oakland,CA,37.812714,-122.300285,94607,540000,1,1,CONDO
Emeryville,CA,37.83759,-122.30669,94608,415000,0,1,CONDO
Oakland,CA,37.847694,-122.28564,94608,699000,2,2,CONDO
Emeryville,CA,37.839993,-122.2817,94608,399000,2,1,CONDO
Berkeley,CA,37.86218,-122.25657,94704,789000,1,1,CONDO
Emeryville,CA,37.84603,-122.29022,94608,849800,2,2,APARTMENT
Oakland,CA,37.795776,-122.27015,94607,845000,2,2,CONDO
Emeryville,CA,37.845062,-122.29504,94608,649000,2,2,CONDO
Emeryville,CA,37.83781,-122.3055,94608,645000,2,2,CONDO
Oakland,CA,37.810604,-122.25867,94610,524998,1,1,CONDO
Oakland,CA,37.811123,-122.25621,94610,499000,1,1,CONDO
Oakland,CA,37.7948,-122.27165,94607,1029888,1,1,CONDO
Oakland,CA,37.84903,-122.28751,94608,795000,2,1,CONDO
Emeryville,CA,37.830555,-122.27824,94608,660000,1,2,CONDO
Oakland,CA,37.84903,-122.28751,94608,799000,2,1,CONDO
Oakland,CA,37.800674,-122.271225,94607,480000,3,2,CONDO
Oakland,CA,37.848183,-122.28785,94608,995000,3,3,CONDO
Oakland,CA,37.815525,-122.2598,94611,399999,1,1,CONDO
Oakland,CA,37.811123,-122.25621,94610,799000,2,2,CONDO
Oakland,CA,37.819057,-122.27795,94607,399000,2,1,CONDO
Oakland,CA,37.800293,-122.27292,94607,375000,1,1,CONDO
Oakland,CA,37.7996,-122.266396,94607,699999,2,2,CONDO
Emeryville,CA,37.845062,-122.29504,94608,629000,2,2,CONDO
Oakland,CA,37.813725,-122.25995,94610,789000,2,2,CONDO
Emeryville,CA,,,94608,350000,0,1,CONDO
Emeryville,CA,37.835354,-122.27628,94608,979000,2,2,CONDO
Emeryville,CA,37.83781,-122.3055,94608,349000,0,1,CONDO
Oakland,CA,37.82525,-122.263824,94609,349000,1,1,CONDO
Oakland,CA,37.801205,-122.27219,94607,389000,1,1,CONDO
Oakland,CA,37.801205,-122.27219,94607,598000,2,2,CONDO
Emeryville,CA,37.848198,-122.288795,94608,650000,1,1,CONDO
Oakland,CA,37.79919,-122.27377,94607,538000,2,1,CONDO
Oakland,CA,37.84815,-122.26117,94609,699000,3,2,CONDO
Emeryville,CA,37.845062,-122.29504,94608,399000,0,1,CONDO
Oakland,CA,37.801796,-122.26344,94612,395000,1,1,CONDO
Oakland,CA,37.803394,-122.2619,94612,789000,2,2,CONDO
Oakland,CA,37.813725,-122.2774,94607,615000,1,2,CONDO
Oakland,CA,37.794285,-122.268,94607,599000,1,1,CONDO
Oakland,CA,37.800293,-122.27292,94607,480000,1,1,CONDO
Oakland,CA,37.821514,-122.27758,94608,565000,1,2,APARTMENT
Oakland,CA,37.815105,-122.25696,94610,549000,1,1,CONDO
Oakland,CA,37.819553,-122.27841,94608,729000,2,2,CONDO
Oakland,CA,37.814217,-122.27738,94607,625000,1,2,CONDO
Oakland,CA,37.812626,-122.25862,94610,775000,2,2,CONDO
Oakland,CA,37.812878,-122.298386,94607,725000,2,3,CONDO
Oakland,CA,37.81291,-122.29575,94607,795000,2,3,CONDO
Oakland,CA,37.81022,-122.29349,94607,449000,1,2,CONDO
Oakland,CA,37.795776,-122.27015,94607,865000,2,2,CONDO
Oakland,CA,37.79445,-122.27333,94607,1098000,2,2,CONDO
Oakland,CA,37.800293,-122.27292,94607,479900,2,2,CONDO
Oakland,CA,37.80396,-122.261475,94612,529000,1,1,CONDO
Oakland,CA,37.795776,-122.27015,94607,575000,1,1,CONDO
Oakland,CA,37.80396,-122.261475,94612,645000,1,1,CONDO
Oakland,CA,37.812714,-122.300285,94607,559000,1,2,CONDO
Oakland,CA,37.812283,-122.26757,94612,859000,2,2,CONDO
Oakland,CA,37.800674,-122.271225,94607,299999,2,2,CONDO
Oakland,CA,37.800293,-122.27292,94607,618000,2,2,CONDO
Emeryville,CA,37.84238,-122.29659,94608,999000,2,2,CONDO
Emeryville,CA,37.83813,-122.30538,94608,397000,0,1,CONDO
Emeryville,CA,37.82882,-122.27975,94608,665000,2,2,CONDO
Oakland,CA,37.80399,-122.27836,94607,518000,3,2,CONDO
Oakland,CA,37.80624,-122.27023,94612,899000,2,2,CONDO
Emeryville,CA,37.84238,-122.29659,94608,549000,1,1,CONDO
Oakland,CA,37.812508,-122.25882,94610,605000,2,1,CONDO
Oakland,CA,37.793888,-122.27048,94607,705000,1,1,CONDO
Oakland,CA,37.803387,-122.26189,94612,769000,2,2,CONDO
Oakland,CA,37.80164,-122.276375,94607,749000,2,2,CONDO
Emeryville,CA,37.84238,-122.29659,94608,865000,2,2,CONDO
Emeryville,CA,37.83056,-122.28392,94608,599000,1,1,CONDO
Emeryville,CA,37.83124,-122.28463,94608,2498000,1,1,CONDO
Oakland,CA,37.7948,-122.27165,94607,715000,1,1,CONDO
Oakland,CA,37.794285,-122.268,94607,1088800,1,2,CONDO
Oakland,CA,37.80396,-122.261475,94612,620000,1,1,CONDO
Emeryville,CA,37.83781,-122.3055,94608,435000,1,1,CONDO
Oakland,CA,37.807564,-122.26968,94612,599000,1,1,CONDO
Emeryville,CA,37.8395,-122.29155,94608,650000,2,2,CONDO
Oakland,CA,37.79919,-122.27377,94607,588000,2,2,CONDO
Oakland,CA,37.803394,-122.2619,94612,895000,2,2,CONDO
Oakland,CA,37.801678,-122.262955,94612,448000,1,1,CONDO
Emeryville,CA,37.83759,-122.30669,94608,450000,1,1,CONDO
Oakland,CA,37.805046,-122.26292,94612,949000,2,2,CONDO
Emeryville,CA,37.838737,-122.305984,94608,525000,1,1,CONDO
Oakland,CA,37.805046,-122.26292,94612,799000,2,2,CONDO
Oakland,CA,,,94612,545000,1,1,CONDO
Oakland,CA,37.807564,-122.26968,94612,615000,1,1,CONDO
Oakland,CA,37.800674,-122.271225,94607,399000,1,1,CONDO
Oakland,CA,37.814404,-122.29818,94607,749000,2,3,CONDO
Oakland,CA,37.80275,-122.276886,94607,815000,2,2,CONDO
Emeryville,CA,37.839054,-122.30313,94608,405000,1,1,CONDO
Oakland,CA,37.82185,-122.27345,94608,525000,1,2,CONDO
Oakland,CA,37.81168,-122.29295,94607,499000,0,1,CONDO
Oakland,CA,,,94610,1385000,3,3,CONDO
Oakland,CA,37.79078,-122.194565,94619,635000,2,3,CONDO
Grass Valley,CA,39.144688,-121.04119,95949,317900,2,2,CONDO
Oakland,CA,37.784927,-122.17753,94619,599900,2,2,CONDO
Oakland,CA,37.786884,-122.20411,94619,449999,2,1,CONDO
Oakland,CA,37.833588,-122.252525,94611,685000,1,2,CONDO
Oakland,CA,37.82426,-122.250824,94611,572000,1,1,CONDO
Oakland,CA,37.82054,-122.25293,94611,439000,1,1,CONDO
Oakland,CA,37.82616,-122.255005,94611,399000,1,1,CONDO
Oakland,CA,37.823997,-122.24945,94611,648800,2,2,CONDO
Oakland,CA,37.81731,-122.2555,94611,399000,1,1,CONDO
Oakland,CA,37.82616,-122.255005,94611,549000,2,1,CONDO
Oakland,CA,37.83363,-122.25203,94611,369000,0,1,CONDO
Oakland,CA,37.82054,-122.25191,94611,479000,1,1,CONDO
