city,state,latitude,longitude,postcode,price,bedroom_number,bathroom_number,property_type
Los Angeles,CA,34.06647,-118.29704,90020,345000,0,1,CONDO
Los Angeles,CA,34.082905,-118.33186,90004,825000,1,2,CONDO
Los Angeles,CA,34.078026,-118.31214,90004,750000,3,2,CONDO
Los Angeles,CA,34.038433,-118.28867,90007,590000,3,3,CONDO
Los Angeles,CA,34.082905,-118.33186,90004,789000,1,2,CONDO
Los Angeles,CA,,,90029,1025000,3,4,CONDO
Los Angeles,CA,34.06495,-118.30373,90020,455000,1,1,CONDO
Los Angeles,CA,34.062775,-118.308716,90010,1430000,3,3,CONDO
Los Angeles,CA,34.052925,-118.31293,90019,919000,2,2,CONDO
Los Angeles,CA,34.059673,-118.32565,90005,885000,2,2,CONDO
Los Angeles,CA,34.06126,-118.31893,90010,1295000,3,3,CONDO
Los Angeles,CA,34.061073,-118.30964,90010,559000,1,1,CONDO
Los Angeles,CA,34.091953,-118.273445,90026,795000,3,3,CONDO
Los Angeles,CA,34.00911,-118.28322,90037,328000,1,1,CONDO
Los Angeles,CA,34.059086,-118.307465,90005,999000,3,4,CONDO
Los Angeles,CA,34.062775,-118.308716,90010,2750000,3,4,CONDO
Los Angeles,CA,,,90029,1025000,3,4,CONDO
Los Angeles,CA,34.064335,-118.296425,90020,1149000,2,3,CONDO
Los Angeles,CA,34.064224,-118.29257,90020,799000,2,2,CONDO
Los Angeles,CA,34.072342,-118.2997,90004,799000,2,2,CONDO
Los Angeles,CA,34.08612,-118.33176,90038,699000,2,2,CONDO
Los Angeles,CA,34.062775,-118.308716,90010,1429000,3,3,CONDO
Los Angeles,CA,34.058247,-118.32535,90005,790000,2,2,CONDO
Los Angeles,CA,34.089607,-118.33133,90038,795000,2,2,CONDO
Los Angeles,CA,34.067528,-118.30448,90020,857000,3,3,CONDO
Los Angeles,CA,34.082905,-118.33186,90004,779500,1,2,CONDO
Los Angeles,CA,34.07981,-118.32682,90004,499000,1,1,CONDO
Los Angeles,CA,34.061077,-118.309654,90010,619000,1,1,CONDO
Los Angeles,CA,34.024414,-118.43445,90064,1288000,3,3,CONDO
Los Angeles,CA,,,90029,999000,3,4,CONDO
West Hollywood,CA,34.09165,-118.372375,90069,1200000,2,3,CONDO
Redondo Beach,CA,33.83272,-118.37661,90277,765000,2,2,CONDO
West Hollywood,CA,34.089203,-118.37218,90069,799000,1,2,CONDO
Los Angeles,CA,34.068295,-118.31246,90020,459000,1,1,CONDO
Los Angeles,CA,34.052254,-118.408455,90067,1195000,2,2,CONDO
West Hollywood,CA,34.08954,-118.37723,90069,650000,1,1,CONDO
Los Angeles,CA,,,90005,960000,3,2,CONDO
West Hollywood,CA,34.090878,-118.39409,90069,2375000,1,1,CONDO
Redondo Beach,CA,33.833874,-118.389946,90277,1975000,2,2,CONDO
West Hollywood,CA,34.084538,-118.37013,90069,1075000,1,1,CONDO
Redondo Beach,CA,33.84143,-118.38903,90277,995000,2,2,CONDO
Redondo Beach,CA,33.83257,-118.39005,90277,900000,1,1,CONDO
Redondo Beach,CA,33.832718,-118.376595,90277,689000,2,2,CONDO
Redondo Beach,CA,33.83272,-118.37661,90277,489000,1,1,CONDO
Redondo Beach,CA,33.832104,-118.37761,90277,1080000,3,2,CONDO
Redondo Beach,CA,33.839664,-118.38919,90277,1099000,2,2,CONDO
Los Angeles,CA,34.06864,-118.30142,90020,379000,1,1,CONDO
Los Angeles,CA,34.06761,-118.42489,90024,10750000,3,4,CONDO
Los Angeles,CA,34.05764,-118.41019,90067,939000,2,2,CONDO
Los Angeles,CA,34.067436,-118.31247,90020,495000,1,2,CONDO
West Hollywood,CA,34.094612,-118.37349,90069,6500000,3,4,CONDO
Los Angeles,CA,34.058544,-118.326256,90005,840000,2,3,CONDO
West Hollywood,CA,34.09169,-118.374306,90069,704000,2,2,CONDO
Los Angeles,CA,,,90024,22500000,4,8,CONDO
Los Angeles,CA,34.06559,-118.427376,90024,730250,2,2,CONDO
Los Angeles,CA,34.057117,-118.41481,90067,5335000,3,3,CONDO
Los Angeles,CA,34.06688,-118.42778,90024,4450000,3,4,CONDO
West Hollywood,CA,34.09658,-118.36549,90046,1995000,2,3,CONDO
Los Angeles,CA,34.056305,-118.41469,90067,4099000,2,3,CONDO
Los Angeles,CA,,,90006,1088888,2,3,CONDO
Los Angeles,CA,,,90006,1098888,2,3,CONDO
Los Angeles,CA,34.05764,-118.41019,90067,999000,2,2,CONDO
Beverly Hills,CA,34.053047,-118.40587,90212,2980000,3,4,CONDO
Los Angeles,CA,34.0563,-118.41467,90067,18900000,2,4,CONDO
Los Angeles,CA,,,90006,1421000,3,3,CONDO
Los Angeles,CA,34.082905,-118.33186,90004,795000,1,2,CONDO
Los Angeles,CA,,,90006,1135000,2,3,CONDO
Redondo Beach,CA,33.839664,-118.38919,90277,599000,0,1,CONDO
Los Angeles,CA,34.05452,-118.41629,90067,1845000,3,4,CONDO
Los Angeles,CA,34.0563,-118.41467,90067,19900000,2,5,CONDO
Redondo Beach,CA,33.833267,-118.38624,90277,2395000,4,5,CONDO
Redondo Beach,CA,33.83327,-118.38625,90277,2395000,4,5,CONDO
Los Angeles,CA,34.05422,-118.30621,90006,1069000,2,3,CONDO
Los Angeles,CA,34.059784,-118.324486,90005,659000,2,2,CONDO
Redondo Beach,CA,33.82813,-118.3732,90277,976000,3,4,CONDO
Los Angeles,CA,,,90005,906000,3,2,CONDO
West Hollywood,CA,34.091602,-118.38583,90069,1099000,3,2,CONDO
Redondo Beach,CA,33.839664,-118.38919,90277,649000,1,1,CONDO
Redondo Beach,CA,33.83514,-118.38962,90277,1299000,2,2,CONDO
Beverly Hills,CA,34.065594,-118.40812,90212,1899000,2,2,CONDO
Redondo Beach,CA,33.8147,-118.38974,90277,1250000,2,2,CONDO
West Hollywood,CA,34.09038,-118.389145,90069,11900000,3,4,CONDO
Los Angeles,CA,34.07398,-118.37386,90048,1100000,2,2,CONDO
West Hollywood,CA,34.08701,-118.38702,90069,689000,1,1,CONDO
Los Angeles,CA,34.082905,-118.33186,90004,899000,1,2,CONDO
West Hollywood,CA,34.085464,-118.38897,90069,2295000,2,2,CONDO
Los Angeles,CA,34.05471,-118.31393,90019,920000,3,3,CONDO
Los Angeles,CA,34.077705,-118.36295,90048,1123000,3,3,CONDO
Los Angeles,CA,,,90006,1074000,3,3,CONDO
West Hollywood,CA,34.090878,-118.39409,90069,5295000,2,3,CONDO
Los Angeles,CA,34.053246,-118.40812,90067,3700000,3,5,CONDO
West Hollywood,CA,34.088757,-118.38389,90069,517000,1,1,CONDO
Los Angeles,CA,34.059025,-118.302315,90005,599000,2,2,CONDO
Los Angeles,CA,34.099773,-118.3025,90027,660000,2,2,CONDO
Los Angeles,CA,34.062965,-118.31257,90005,429999,0,1,CONDO
Los Angeles,CA,34.067436,-118.31247,90020,489000,1,1,CONDO
West Hollywood,CA,34.08958,-118.390144,90069,749000,0,1,CONDO
Los Angeles,CA,34.062965,-118.31257,90005,598000,2,2,CONDO
Los Angeles,CA,34.05996,-118.293785,90005,595000,2,2,CONDO
Los Angeles,CA,34.05223,-118.40847,90067,365000,0,1,CONDO
West Hollywood,CA,34.087162,-118.385704,90069,1049976,2,2,CONDO
Malibu,CA,34.023544,-118.79087,90265,1150000,3,3,CONDO
Los Angeles,CA,34.066376,-118.31569,90020,960000,2,3,CONDO
Los Angeles,CA,34.093716,-118.281334,90029,1150000,2,2,CONDO
Los Angeles,CA,34.05422,-118.30621,90006,1319000,3,3,CONDO
Malibu,CA,34.03786,-118.624275,90265,1540000,1,1,CONDO
Malibu,CA,34.048473,-118.953064,90265,1499000,2,2,CONDO
Los Angeles,CA,34.055874,-118.29653,90006,919000,3,2,CONDO
Los Angeles,CA,34.06864,-118.30142,90020,555000,1,1,CONDO
Malibu,CA,34.02519,-118.77032,90265,2750000,2,2,CONDO
Los Angeles,CA,34.061077,-118.309654,90010,510000,1,1,CONDO
Los Angeles,CA,34.059025,-118.302315,90005,785000,2,2,CONDO
Los Angeles,CA,34.09471,-118.29333,90029,966000,2,3,CONDO
Malibu,CA,34.021503,-118.7979,90265,1250000,2,2,CONDO
Malibu,CA,34.043316,-118.57009,90265,1488000,2,2,CONDO
Los Angeles,CA,34.059345,-118.321884,90005,875000,2,2,CONDO
Los Angeles,CA,34.065014,-118.29377,90020,443000,1,1,CONDO
Los Angeles,CA,34.06478,-118.30224,90020,410000,1,1,CONDO
Los Angeles,CA,34.055725,-118.296394,90006,839000,2,2,CONDO
Los Angeles,CA,34.055725,-118.296394,90006,919000,2,2,CONDO
Los Angeles,CA,34.055725,-118.296394,90006,879000,2,2,CONDO
Los Angeles,CA,34.055725,-118.296394,90006,819000,2,2,CONDO
Los Angeles,CA,34.055725,-118.296394,90006,949000,3,2,CONDO
Los Angeles,CA,34.05595,-118.43254,90024,950000,2,2,CONDO
Malibu,CA,,,90265,850000,3,3,CONDO
Los Angeles,CA,34.056427,-118.44388,90024,639000,1,1,CONDO
Los Angeles,CA,34.061996,-118.44196,90024,750000,1,1,CONDO
Los Angeles,CA,34.060017,-118.43844,90024,1274980,2,3,CONDO
Los Angeles,CA,34.062706,-118.4333,90024,1445000,2,3,CONDO
Los Angeles,CA,34.06042,-118.43924,90024,849000,3,3,CONDO
Los Angeles,CA,34.063377,-118.433075,90024,899000,2,2,CONDO
Los Angeles,CA,34.064526,-118.44919,90024,830000,2,2,CONDO
Los Angeles,CA,34.06167,-118.43434,90024,17995000,5,7,CONDO
Los Angeles,CA,34.061543,-118.43279,90024,2550000,3,3,CONDO
Los Angeles,CA,34.059795,-118.438805,90024,4095000,3,5,CONDO
Los Angeles,CA,34.06033,-118.43958,90024,1295000,2,3,CONDO
Los Angeles,CA,34.060486,-118.438194,90024,715000,1,2,CONDO
